ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
70-74,1997,Male,96.39,70.19,122.58,52,53950,0.000963855
75-79,1997,Male,117.48,81.95,153.01,42,35750,0.001174825
80+,1997,Male,84.34,53.1,115.58,28,33200,0.000843373
Total,1998,Male,11.44,10.01,12.87,249,1878090,0.000132582
00-04,1998,Male,0,0,0,0,149030,0
05-09,1998,Male,0,0,0,0,157210,0
10-14,1998,Male,0,0,0,0,143480,0
15-19,1998,Male,0,0,0,0,138360,0
20-24,1998,Male,0,0,0,0,132980,0
25-29,1998,Male,0.72,0,2.14,1,138520,7.22e-06
30-34,1998,Male,2.78,0.06,5.49,4,144140,2.78e-05
35-39,1998,Male,1.97,0,4.2,3,152180,1.97e-05
40-44,1998,Male,4.38,0.87,7.88,6,137100,4.38e-05
45-49,1998,Male,7.94,3.02,12.86,10,125940,7.94e-05
50-54,1998,Male,10.04,4.11,15.98,11,109540,0.00010042
55-59,1998,Male,17.1,8.45,25.76,15,87700,0.000171038
60-64,1998,Male,49.96,33.41,66.51,35,70060,0.000499572
65-69,1998,Male,62.93,43.67,82.2,41,65150,0.000629317
70-74,1998,Male,58.01,37.91,78.11,32,55160,0.000580131
75-79,1998,Male,101.23,69.04,133.41,38,37540,0.001012254
80+,1998,Male,155.88,113.91,197.85,53,34000,0.001558824
Total,1999,Male,17.07,15.37,18.78,387,1885980,0.000205198
00-04,1999,Male,0,0,0,0,146900,0
05-09,1999,Male,0,0,0,0,157040,0
10-14,1999,Male,0,0,0,0,146620,0
15-19,1999,Male,0,0,0,0,138430,0
20-24,1999,Male,0,0,0,0,129430,0
25-29,1999,Male,0.74,0,2.2,1,134550,7.43e-06
30-34,1999,Male,2.11,0,4.51,3,141890,2.11e-05
35-39,1999,Male,5.24,1.61,8.87,8,152740,5.24e-05
40-44,1999,Male,10.72,5.3,16.15,15,139870,0.000107242
45-49,1999,Male,8.69,3.56,13.83,11,126520,8.69e-05
50-54,1999,Male,28.73,18.92,38.53,33,114880,0.000287256
55-59,1999,Male,34.34,22.25,46.43,31,90270,0.000343414
60-64,1999,Male,37.52,23.37,51.67,27,71960,0.000375208
65-69,1999,Male,58.75,40.07,77.43,38,64680,0.000587508
70-74,1999,Male,133.79,103.51,164.06,75,56060,0.001337852
75-79,1999,Male,165.23,125.06,205.39,65,39340,0.001652262
80+,1999,Male,229.89,179.51,280.26,80,34800,0.002298851
Total,2000,Male,9.37,8.12,10.63,216,1895040,0.000113982
00-04,2000,Male,0,0,0,0,145600,0
05-09,2000,Male,0,0,0,0,155450,0
10-14,2000,Male,0,0,0,0,150160,0
15-19,2000,Male,0,0,0,0,139410,0
20-24,2000,Male,0,0,0,0,127680,0
25-29,2000,Male,0,0,0,0,130330,0
30-34,2000,Male,1.42,0,3.4,2,140530,1.42e-05
35-39,2000,Male,2.64,0.05,5.23,4,151440,2.64e-05
40-44,2000,Male,2.8,0.06,5.55,4,142610,2.8e-05
45-49,2000,Male,7.06,2.45,11.68,9,127430,7.06e-05
50-54,2000,Male,10.92,4.98,16.85,13,119070,0.000109179
55-59,2000,Male,20.61,11.34,29.87,19,92200,0.000206074
60-64,2000,Male,34.62,21.31,47.93,26,75100,0.000346205
65-69,2000,Male,35.81,21.17,50.44,23,64230,0.000358088
70-74,2000,Male,65.18,44.17,86.18,37,56770,0.000651753
75-79,2000,Male,95.99,65.86,126.11,39,40630,0.000959882
80+,2000,Male,109.89,75.83,143.95,40,36400,0.001098901
Total,2001,Male,9.6,8.35,10.85,229,1906340,0.000120125
00-04,2001,Male,0,0,0,0,144090,0
05-09,2001,Male,0,0,0,0,152850,0
10-14,2001,Male,0,0,0,0,153900,0
15-19,2001,Male,0,0,0,0,141670,0
20-24,2001,Male,0,0,0,0,128510,0
25-29,2001,Male,0.8,0,2.36,1,125240,7.98e-06
30-34,2001,Male,2.15,0,4.57,3,139810,2.15e-05
35-39,2001,Male,0,0,0,0,148990,0
40-44,2001,Male,3.44,0.43,6.46,5,145200,3.44e-05
45-49,2001,Male,3.1,0.06,6.13,4,129190,3.1e-05
50-54,2001,Male,11.49,5.47,17.51,14,121830,0.000114914
55-59,2001,Male,19.07,10.26,27.88,18,94390,0.000190698
60-64,2001,Male,29.01,17.15,40.87,23,79280,0.000290111
65-69,2001,Male,35.98,21.27,50.68,23,63930,0.000359768
70-74,2001,Male,71.39,49.54,93.24,41,57430,0.000713913
75-79,2001,Male,95.63,65.99,125.26,40,41830,0.000956251
80+,2001,Male,149.21,110.48,187.95,57,38200,0.001492147
Total,2002,Male,6.34,5.33,7.34,154,1937730,7.95e-05
00-04,2002,Male,0,0,0,0,143880,0
05-09,2002,Male,0,0,0,0,151470,0
10-14,2002,Male,0,0,0,0,157720,0
15-19,2002,Male,0,0,0,0,146230,0
20-24,2002,Male,0,0,0,0,133350,0
25-29,2002,Male,0,0,0,0,123310,0
30-34,2002,Male,0,0,0,0,141150,0
35-39,2002,Male,1.35,0,3.23,2,147960,1.35e-05
40-44,2002,Male,2.01,0,4.28,3,149420,2.01e-05
45-49,2002,Male,2.26,0,4.82,3,132710,2.26e-05
50-54,2002,Male,8.98,3.67,14.29,11,122500,8.98e-05
55-59,2002,Male,11.01,4.5,17.52,11,99880,0.000110132
60-64,2002,Male,13.26,5.42,21.1,11,82960,0.000132594
65-69,2002,Male,44.88,28.55,61.22,29,64610,0.000448847
70-74,2002,Male,45.15,27.8,62.51,26,57580,0.000451546
75-79,2002,Male,48.72,27.88,69.56,21,43100,0.000487239
80+,2002,Male,92.73,62.85,122.61,37,39900,0.000927318
Total,2003,Male,10.08,8.82,11.33,251,1975620,0.000127049
00-04,2003,Male,0,0,0,0,144260,0
05-09,2003,Male,0,0,0,0,151420,0
10-14,2003,Male,0,0,0,0,160350,0
15-19,2003,Male,1.33,0,3.18,2,150160,1.33e-05
20-24,2003,Male,0,0,0,0,140350,0
25-29,2003,Male,0.81,0,2.4,1,123460,8.1e-06
30-34,2003,Male,0.7,0,2.08,1,142430,7.02e-06
35-39,2003,Male,1.36,0,3.23,2,147580,1.36e-05
40-44,2003,Male,5.2,1.6,8.8,8,153870,5.2e-05
45-49,2003,Male,6.57,2.28,10.86,9,136970,6.57e-05
50-54,2003,Male,12.98,6.62,19.33,16,123310,0.000129754
55-59,2003,Male,14.04,6.94,21.15,15,106810,0.000140436
60-64,2003,Male,36.51,23.66,49.37,31,84900,0.000365135
65-69,2003,Male,54.4,36.63,72.17,36,66180,0.000543971
70-74,2003,Male,54.06,35.03,73.1,31,57340,0.000540635
75-79,2003,Male,116.78,85.04,148.52,52,44530,0.001167752
80+,2003,Male,112.71,80.49,144.93,47,41700,0.001127098
Total,2004,Male,8.5,7.35,9.66,211,2004390,0.000105269
00-04,2004,Male,0,0,0,0,145410,0
05-09,2004,Male,0,0,0,0,150580,0
10-14,2004,Male,0,0,0,0,161430,0
15-19,2004,Male,0,0,0,0,152800,0
20-24,2004,Male,2.08,0,4.44,3,143900,2.08e-05
25-29,2004,Male,3.23,0.06,6.39,4,124030,3.23e-05
30-34,2004,Male,2.12,0,4.51,3,141810,2.12e-05
35-39,2004,Male,1.36,0,3.23,2,147530,1.36e-05
40-44,2004,Male,3.84,0.77,6.91,6,156330,3.84e-05
45-49,2004,Male,5.66,1.74,9.58,8,141320,5.66e-05
50-54,2004,Male,15.23,8.38,22.07,19,124790,0.000152256
55-59,2004,Male,16.92,9.31,24.53,19,112300,0.00016919
60-64,2004,Male,26.26,15.53,36.99,23,87600,0.000262557
65-69,2004,Male,46.96,30.69,63.23,32,68140,0.000469621
70-74,2004,Male,41.91,25.14,58.67,24,57270,0.000419068
75-79,2004,Male,65.86,42.29,89.43,30,45550,0.000658617
80+,2004,Male,87.16,59.44,114.87,38,43600,0.00087156
Total,2005,Male,7.86,6.77,8.95,203,2026180,0.000100189
00-04,2005,Male,0,0,0,0,145500,0
05-09,2005,Male,0,0,0,0,149870,0
10-14,2005,Male,0,0,0,0,160850,0
15-19,2005,Male,0.64,0,1.9,1,155530,6.43e-06
20-24,2005,Male,0.69,0,2.04,1,145250,6.88e-06
25-29,2005,Male,0.8,0,2.37,1,124980,8e-06
30-34,2005,Male,2.86,0.06,5.67,4,139750,2.86e-05
35-39,2005,Male,3.38,0.42,6.35,5,147830,3.38e-05
40-44,2005,Male,1.91,0,4.08,3,156770,1.91e-05
45-49,2005,Male,4.82,1.25,8.38,7,145360,4.82e-05
50-54,2005,Male,10.25,4.68,15.82,13,126860,0.000102475
55-59,2005,Male,10.27,4.46,16.09,12,116790,0.000102749
60-64,2005,Male,31.17,19.62,42.72,28,89830,0.0003117
65-69,2005,Male,42.03,26.99,57.07,30,71380,0.000420286
70-74,2005,Male,43.63,26.53,60.73,25,57300,0.0004363
75-79,2005,Male,70.92,46.72,95.12,33,46530,0.00070922
80+,2005,Male,87.34,60.27,114.4,40,45800,0.000873362
Total,2006,Male,8.68,7.56,9.8,234,2048720,0.000114218
00-04,2006,Male,0,0,0,0,146460,0
05-09,2006,Male,0,0,0,0,149340,0
10-14,2006,Male,0,0,0,0,159380,0
15-19,2006,Male,0,0,0,0,159160,0
20-24,2006,Male,0,0,0,0,145810,0
25-29,2006,Male,0.79,0,2.33,1,127030,7.87e-06
30-34,2006,Male,1.47,0,3.5,2,136400,1.47e-05
35-39,2006,Male,2.01,0,4.29,3,149170,2.01e-05
40-44,2006,Male,4.49,1.16,7.81,7,156000,4.49e-05
45-49,2006,Male,8.05,3.49,12.6,12,149100,8.05e-05
50-54,2006,Male,8.47,3.46,13.47,11,129930,8.47e-05
55-59,2006,Male,22.53,14.03,31.03,27,119830,0.000225319
60-64,2006,Male,26.01,15.6,36.42,24,92270,0.000260106
65-69,2006,Male,42.32,27.65,56.98,32,75620,0.000423168
70-74,2006,Male,53.96,34.96,72.96,31,57450,0.0005396
75-79,2006,Male,79.88,54.48,105.28,38,47570,0.000798823
80+,2006,Male,95.44,67.86,123.02,46,48200,0.000954357
Total,2007,Male,8.47,7.37,9.56,234,2067660,0.000113171
00-04,2007,Male,0,0,0,0,150180,0
05-09,2007,Male,0,0,0,0,149240,0
10-14,2007,Male,0,0,0,0,156980,0
15-19,2007,Male,0,0,0,0,160540,0
20-24,2007,Male,2.07,0,4.41,3,144940,2.07e-05
25-29,2007,Male,0,0,0,0,129340,0
30-34,2007,Male,1.51,0,3.59,2,132840,1.51e-05
35-39,2007,Male,2,0,4.26,3,150190,2e-05
40-44,2007,Male,3.89,0.78,7.01,6,154100,3.89e-05
45-49,2007,Male,6.56,2.49,10.63,10,152410,6.56e-05
50-54,2007,Male,6.77,2.35,11.19,9,133030,6.77e-05
55-59,2007,Male,16.62,9.33,23.9,20,120370,0.000166154
60-64,2007,Male,36.94,24.87,49.01,36,97450,0.00036942
65-69,2007,Male,34.1,21.24,46.96,27,79180,0.000340995
70-74,2007,Male,56.61,37.3,75.93,33,58290,0.000566135
75-79,2007,Male,72.95,48.78,97.11,35,47980,0.000729471
80+,2007,Male,98.81,71.42,126.2,50,50600,0.000988142
Total,2008,Male,8.67,7.57,9.77,243,2084480,0.000116576
00-04,2008,Male,1.3,0,3.09,2,154260,1.3e-05
05-09,2008,Male,0,0,0,0,149030,0
10-14,2008,Male,0,0,0,0,155510,0
15-19,2008,Male,0,0,0,0,160500,0
20-24,2008,Male,0,0,0,0,144760,0
25-29,2008,Male,0,0,0,0,131480,0
30-34,2008,Male,1.54,0,3.67,2,129940,1.54e-05
35-39,2008,Male,4.69,1.22,8.16,7,149320,4.69e-05
40-44,2008,Male,4.61,1.19,8.02,7,151910,4.61e-05
45-49,2008,Male,5.8,2.01,9.58,9,155300,5.8e-05
50-54,2008,Male,8.09,3.31,12.87,11,135960,8.09e-05
55-59,2008,Male,14.9,8.02,21.78,18,120800,0.000149007
60-64,2008,Male,26.92,16.95,36.89,28,104020,0.000269179
65-69,2008,Male,48.21,33.08,63.35,39,80890,0.000482136
70-74,2008,Male,66.66,46,87.31,40,60010,0.000666556
75-79,2008,Male,85.61,59.41,111.82,41,47890,0.000856129
80+,2008,Male,73.72,50.59,96.86,39,52900,0.00073724
Total,2009,Male,8.26,7.21,9.32,242,2105730,0.000114925
00-04,2009,Male,0,0,0,0,157890,0
05-09,2009,Male,0,0,0,0,149370,0
10-14,2009,Male,0,0,0,0,154880,0
15-19,2009,Male,1.25,0,2.97,2,160420,1.25e-05
20-24,2009,Male,0.68,0,2.01,1,147020,6.8e-06
25-29,2009,Male,0,0,0,0,133490,0
30-34,2009,Male,1.56,0,3.71,2,128560,1.56e-05
35-39,2009,Male,2.04,0,4.34,3,147260,2.04e-05
40-44,2009,Male,5.3,1.63,8.98,8,150840,5.3e-05
45-49,2009,Male,5.1,1.57,8.64,8,156740,5.1e-05
50-54,2009,Male,7.89,3.23,12.56,11,139360,7.89e-05
55-59,2009,Male,13.93,7.31,20.55,17,122070,0.000139264
60-64,2009,Male,27.46,17.63,37.29,30,109250,0.0002746
65-69,2009,Male,39.52,26.04,53.01,33,83500,0.00039521
70-74,2009,Male,53.31,35.12,71.5,33,61900,0.000533118
75-79,2009,Male,70.86,47.04,94.68,34,47980,0.000708629
80+,2009,Male,108.7,81.19,136.2,60,55200,0.001086957
Total,2010,Male,8,6.97,9.04,235,2128990,0.000110381
00-04,2010,Male,0,0,0,0,161250,0
05-09,2010,Male,0,0,0,0,148920,0
10-14,2010,Male,0,0,0,0,155490,0
15-19,2010,Male,0,0,0,0,160830,0
20-24,2010,Male,0,0,0,0,150980,0
25-29,2010,Male,0.74,0,2.19,1,134870,7.41e-06
30-34,2010,Male,0.78,0,2.31,1,128070,7.81e-06
35-39,2010,Male,6.23,2.16,10.31,9,144380,6.23e-05
40-44,2010,Male,6.64,2.53,10.76,10,150570,6.64e-05
45-49,2010,Male,8.3,3.79,12.81,13,156600,8.3e-05
50-54,2010,Male,9.1,4.15,14.05,13,142850,9.1e-05
55-59,2010,Male,18.55,10.97,26.12,23,124020,0.000185454
60-64,2010,Male,23.74,14.79,32.7,27,113710,0.000237446
65-69,2010,Male,38.48,25.35,51.61,33,85760,0.000384795
70-74,2010,Male,44.68,28.42,60.94,29,64910,0.000446772
75-79,2010,Male,53.74,33.08,74.4,26,48380,0.000537412
80+,2010,Male,87.11,62.96,111.25,50,57400,0.00087108
Total,2011,Male,8.09,7.07,9.11,248,2144880,0.000115624
00-04,2011,Male,0,0,0,0,163010,0
05-09,2011,Male,0,0,0,0,148600,0
10-14,2011,Male,0,0,0,0,155110,0
15-19,2011,Male,0.62,0,1.84,1,160440,6.23e-06
20-24,2011,Male,0,0,0,0,154780,0
25-29,2011,Male,0.74,0,2.2,1,134530,7.43e-06
30-34,2011,Male,0.78,0,2.31,1,128210,7.8e-06
35-39,2011,Male,0.72,0,2.12,1,139710,7.16e-06
40-44,2011,Male,6.63,2.52,10.74,10,150760,6.63e-05
45-49,2011,Male,7.1,2.91,11.3,11,154880,7.1e-05
50-54,2011,Male,12.34,6.64,18.04,18,145850,0.000123414
55-59,2011,Male,15.8,8.87,22.72,20,126620,0.000157953
60-64,2011,Male,21.38,13,29.77,25,116910,0.00021384
65-69,2011,Male,44.14,30.28,57.99,39,88360,0.000441376
70-74,2011,Male,46.51,30.4,62.63,32,68800,0.000465116
75-79,2011,Male,72,48.15,95.86,35,48610,0.000720016
80+,2011,Male,90.45,66.33,114.58,54,59700,0.000904523
Total,2012,Male,7.49,6.53,8.46,239,2156370,0.000110834
00-04,2012,Male,0,0,0,0,162170,0
05-09,2012,Male,0,0,0,0,150550,0
10-14,2012,Male,0,0,0,0,153790,0
15-19,2012,Male,0,0,0,0,159840,0
20-24,2012,Male,0.64,0,1.89,1,156860,6.38e-06
25-29,2012,Male,2.23,0,4.76,3,134360,2.23e-05
30-34,2012,Male,0,0,0,0,128290,0
35-39,2012,Male,0.74,0,2.19,1,134950,7.41e-06
40-44,2012,Male,5.96,2.07,9.86,9,150920,5.96e-05
45-49,2012,Male,5.26,1.61,8.9,8,152180,5.26e-05
50-54,2012,Male,8.07,3.51,12.64,12,148650,8.07e-05
55-59,2012,Male,10.82,5.15,16.48,14,129440,0.000108158
60-64,2012,Male,19.58,11.58,27.58,23,117460,0.000195811
65-69,2012,Male,38.45,25.89,51.01,36,93630,0.000384492
70-74,2012,Male,52.52,35.82,69.21,38,72360,0.000525152
75-79,2012,Male,68.8,45.67,91.92,34,49420,0.000687981
80+,2012,Male,97.56,72.87,122.25,60,61500,0.00097561
Total,2013,Male,5.31,4.51,6.11,177,2174690,8.14e-05
00-04,2013,Male,0,0,0,0,160270,0
05-09,2013,Male,0,0,0,0,153660,0
10-14,2013,Male,0,0,0,0,152170,0
15-19,2013,Male,0,0,0,0,160240,0
20-24,2013,Male,0,0,0,0,159670,0
25-29,2013,Male,0,0,0,0,136230,0
30-34,2013,Male,0.77,0,2.28,1,129980,7.69e-06
35-39,2013,Male,2.28,0,4.86,3,131550,2.28e-05
40-44,2013,Male,4,0.8,7.19,6,150120,4e-05
45-49,2013,Male,0,0,0,0,150200,0
50-54,2013,Male,5.94,2.06,9.82,9,151460,5.94e-05
55-59,2013,Male,9.82,4.48,15.16,13,132360,9.82e-05
60-64,2013,Male,11.01,5.03,17,13,118070,0.000110104
65-69,2013,Male,28.9,18.38,39.41,29,100360,0.00028896
70-74,2013,Male,33.65,20.46,46.84,25,74290,0.000336519
75-79,2013,Male,52.88,32.93,72.83,27,51060,0.00052879
80+,2013,Male,80.95,58.73,103.17,51,63000,0.000809524
Total,1963,Female,8.05,6.55,9.55,112,1263230,8.87e-05
00-04,1963,Female,0,0,0,0,150610,0
05-09,1963,Female,0,0,0,0,135650,0
10-14,1963,Female,0,0,0,0,122740,0
15-19,1963,Female,0,0,0,0,105680,0
20-24,1963,Female,0,0,0,0,85520,0
25-29,1963,Female,0,0,0,0,73050,0
30-34,1963,Female,1.33,0,3.93,1,75250,1.33e-05
35-39,1963,Female,1.29,0,3.82,1,77540,1.29e-05
40-44,1963,Female,5.23,0.1,10.35,4,76540,5.23e-05
45-49,1963,Female,5.62,0.11,11.13,4,71160,5.62e-05
50-54,1963,Female,6.09,0.12,12.05,4,65720,6.09e-05
55-59,1963,Female,10.78,2.15,19.41,6,55660,0.000107797
60-64,1963,Female,27.65,12.62,42.69,13,47010,0.000276537
65-69,1963,Female,46.86,25.79,67.92,19,40550,0.000468557
70-74,1963,Female,75.92,46.16,105.68,25,32930,0.000759186
75-79,1963,Female,67.73,35.53,99.93,17,25100,0.000677291
80+,1963,Female,79.93,43,116.85,18,22520,0.00079929
Total,1964,Female,9.06,7.5,10.63,131,1289820,0.000101565
00-04,1964,Female,0,0,0,0,152260,0
05-09,1964,Female,0,0,0,0,139360,0
10-14,1964,Female,0,0,0,0,124770,0
15-19,1964,Female,0,0,0,0,112300,0
20-24,1964,Female,0,0,0,0,87950,0
25-29,1964,Female,1.32,0,3.92,1,75590,1.32e-05
30-34,1964,Female,0,0,0,0,74790,0
35-39,1964,Female,2.57,0,6.14,2,77700,2.57e-05
40-44,1964,Female,2.56,0,6.11,2,78140,2.56e-05
45-49,1964,Female,2.82,0,6.72,2,70970,2.82e-05
50-54,1964,Female,5.93,0.12,11.74,4,67450,5.93e-05
55-59,1964,Female,17.4,6.61,28.18,10,57480,0.000173974
60-64,1964,Female,20.7,7.87,33.53,10,48310,0.000206996
65-69,1964,Female,36.73,18.14,55.32,15,40840,0.000367287
70-74,1964,Female,83.61,52.64,114.58,28,33490,0.00083607
75-79,1964,Female,106.64,66.41,146.86,27,25320,0.001066351
80+,1964,Female,129.87,83.4,176.34,30,23100,0.001298701
Total,1965,Female,9.06,7.49,10.63,130,1313420,9.9e-05
00-04,1965,Female,0,0,0,0,151600,0
05-09,1965,Female,0,0,0,0,143220,0
10-14,1965,Female,0,0,0,0,127390,0
15-19,1965,Female,0,0,0,0,116820,0
20-24,1965,Female,0,0,0,0,90690,0
25-29,1965,Female,0,0,0,0,78980,0
30-34,1965,Female,2.71,0,6.47,2,73780,2.71e-05
35-39,1965,Female,3.84,0,8.18,3,78210,3.84e-05
40-44,1965,Female,3.81,0,8.11,3,78810,3.81e-05
45-49,1965,Female,6.96,0.86,13.06,5,71850,6.96e-05
50-54,1965,Female,5.83,0.12,11.55,4,68600,5.83e-05
55-59,1965,Female,18.61,7.61,29.61,11,59100,0.000186125
60-64,1965,Female,28.35,13.5,43.19,14,49390,0.000283458
65-69,1965,Female,40.69,21.35,60.03,17,41780,0.000406893
70-74,1965,Female,52.96,28.49,77.42,18,33990,0.000529568
75-79,1965,Female,83.6,47.84,119.35,21,25120,0.000835987
80+,1965,Female,132.84,86.81,178.86,32,24090,0.001328352
Total,1966,Female,8.23,6.76,9.7,122,1336600,9.13e-05
00-04,1966,Female,0,0,0,0,149250,0
05-09,1966,Female,0,0,0,0,147510,0
10-14,1966,Female,0,0,0,0,130540,0
15-19,1966,Female,0,0,0,0,119360,0
20-24,1966,Female,0,0,0,0,94640,0
25-29,1966,Female,0,0,0,0,83160,0
30-34,1966,Female,1.37,0,4.04,1,73220,1.37e-05
35-39,1966,Female,1.91,0,4.97,2,78430,1.91e-05
40-44,1966,Female,3.17,0,7.1,2,78820,3.17e-05
45-49,1966,Female,4.77,0,9.77,4,73350,4.77e-05
50-54,1966,Female,6.47,0.49,12.45,4,69550,6.47e-05
55-59,1966,Female,16.48,6.26,26.69,10,60690,0.000164772
60-64,1966,Female,27.72,13.2,42.24,14,50510,0.000277173
65-69,1966,Female,37.21,18.98,55.44,16,43000,0.000372093
70-74,1966,Female,46.88,23.91,69.85,16,34130,0.000468796
75-79,1966,Female,78.8,44.27,113.34,20,25380,0.000788022
80+,1966,Female,131.68,86.75,176.61,33,25060,0.00131684
Total,1967,Female,7.42,6.05,8.79,114,1360560,8.38e-05
00-04,1967,Female,0,0,0,0,147050,0
05-09,1967,Female,0,0,0,0,151630,0
10-14,1967,Female,0,0,0,0,134130,0
15-19,1967,Female,0,0,0,0,120960,0
20-24,1967,Female,0,0,0,0,99760,0
25-29,1967,Female,0,0,0,0,86550,0
30-34,1967,Female,0,0,0,0,74020,0
35-39,1967,Female,0,0,0,0,77720,0
40-44,1967,Female,2.53,0,6.03,2,79180,2.53e-05
45-49,1967,Female,2.68,0,6.4,2,74550,2.68e-05
50-54,1967,Female,7.09,0.87,13.3,5,70570,7.09e-05
55-59,1967,Female,14.46,5.01,23.91,9,62240,0.000144602
60-64,1967,Female,26.84,12.78,40.9,14,52160,0.000268405
65-69,1967,Female,34.25,16.92,51.59,15,43790,0.000342544
70-74,1967,Female,40.43,19.25,61.6,14,34630,0.000404274
75-79,1967,Female,73.36,40.37,106.35,19,25900,0.000733591
80+,1967,Female,132.19,87.76,176.63,34,25720,0.001321928
Total,1968,Female,7.91,6.5,9.33,122,1376510,8.86e-05
00-04,1968,Female,0,0,0,0,144980,0
05-09,1968,Female,0,0,0,0,153560,0
10-14,1968,Female,0,0,0,0,137270,0
15-19,1968,Female,0.82,0,2.43,1,121890,8.2e-06
20-24,1968,Female,0,0,0,0,104100,0
25-29,1968,Female,0,0,0,0,88060,0
30-34,1968,Female,0,0,0,0,75030,0
35-39,1968,Female,2.61,0,6.22,2,76700,2.61e-05
40-44,1968,Female,1.27,0,3.76,1,78800,1.27e-05
45-49,1968,Female,3.95,0,8.42,3,75940,3.95e-05
50-54,1968,Female,11.36,3.49,19.24,8,70410,0.00011362
55-59,1968,Female,17.24,7.05,27.43,11,63790,0.000172441
60-64,1968,Female,22.3,9.68,34.91,12,53820,0.000222965
65-69,1968,Female,31.31,14.91,47.7,14,44720,0.000313059
70-74,1968,Female,57.05,32.04,82.05,20,35060,0.000570451
75-79,1968,Female,84.13,48.97,119.29,22,26150,0.0008413
80+,1968,Female,106.75,67.21,146.29,28,26230,0.00106748
Total,1969,Female,7.49,6.11,8.88,115,1391890,8.26e-05
00-04,1969,Female,0,0,0,0,144550,0
05-09,1969,Female,0,0,0,0,153200,0
10-14,1969,Female,0,0,0,0,140450,0
15-19,1969,Female,0.81,0,2.39,1,123710,8.08e-06
20-24,1969,Female,0,0,0,0,107840,0
25-29,1969,Female,1.12,0,3.31,1,89390,1.12e-05
30-34,1969,Female,0,0,0,0,76730,0
35-39,1969,Female,3.98,0,8.48,3,75410,3.98e-05
40-44,1969,Female,6.39,0.79,11.98,5,78300,6.39e-05
45-49,1969,Female,7.77,1.55,13.99,6,77230,7.77e-05
50-54,1969,Female,9.98,2.59,17.38,7,70110,9.98e-05
55-59,1969,Female,10.73,2.78,18.68,7,65250,0.00010728
60-64,1969,Female,18,6.84,29.16,10,55550,0.000180018
65-69,1969,Female,28.57,13.04,44.09,13,45510,0.000285652
70-74,1969,Female,25.17,8.72,41.61,9,35760,0.000251678
75-79,1969,Female,102.97,64.13,141.82,27,26220,0.001029748
80+,1969,Female,97.45,59.99,134.91,26,26680,0.000974513
Total,1970,Female,7.16,5.81,8.51,111,1410720,7.87e-05
00-04,1970,Female,0,0,0,0,145700,0
05-09,1970,Female,0,0,0,0,151040,0
10-14,1970,Female,0,0,0,0,143860,0
15-19,1970,Female,0,0,0,0,126750,0
20-24,1970,Female,0,0,0,0,111560,0
25-29,1970,Female,0,0,0,0,90910,0
30-34,1970,Female,1.25,0,3.71,1,79880,1.25e-05
35-39,1970,Female,2.7,0,6.45,2,73970,2.7e-05
40-44,1970,Female,8.94,2.32,15.56,7,78290,8.94e-05
45-49,1970,Female,7.72,1.54,13.9,6,77700,7.72e-05
50-54,1970,Female,8.49,1.7,15.29,6,70650,8.49e-05
55-59,1970,Female,7.53,0.93,14.13,5,66410,7.53e-05
60-64,1970,Female,15.75,5.46,26.03,9,57160,0.000157453
65-69,1970,Female,32.5,16.05,48.95,15,46150,0.000325027
70-74,1970,Female,51.43,28.31,74.56,19,36940,0.000514348
75-79,1970,Female,71.62,39.41,103.82,19,26530,0.00071617
80+,1970,Female,80.82,47.05,114.6,22,27220,0.000808229
Total,1971,Female,8.07,6.66,9.47,129,1433190,9e-05
00-04,1971,Female,0,0,0,0,146710,0
05-09,1971,Female,0,0,0,0,149350,0
10-14,1971,Female,0,0,0,0,148020,0
15-19,1971,Female,0,0,0,0,129120,0
20-24,1971,Female,1.74,0,4.15,2,114900,1.74e-05
25-29,1971,Female,2.13,0,5.08,2,93920,2.13e-05
30-34,1971,Female,1.19,0,3.53,1,83880,1.19e-05
35-39,1971,Female,1.36,0,4.01,1,73760,1.36e-05
40-44,1971,Female,7.68,1.53,13.82,6,78170,7.68e-05
45-49,1971,Female,6.44,0.8,12.09,5,77620,6.44e-05
50-54,1971,Female,4.18,0,8.91,3,71750,4.18e-05
55-59,1971,Female,10.41,2.7,18.11,7,67270,0.000104058
60-64,1971,Female,20.51,8.91,32.11,12,58510,0.000205093
65-69,1971,Female,41.94,23.56,60.32,20,47690,0.000419375
70-74,1971,Female,61.14,36.15,86.12,23,37620,0.000611377
75-79,1971,Female,81.81,47.63,116,22,26890,0.000818148
80+,1971,Female,89.25,54.27,124.24,25,28010,0.000892538
Total,1972,Female,9.33,7.84,10.81,154,1459420,0.000105521
00-04,1972,Female,0,0,0,0,148040,0
05-09,1972,Female,0,0,0,0,148210,0
10-14,1972,Female,0,0,0,0,152250,0
15-19,1972,Female,0,0,0,0,131860,0
20-24,1972,Female,0,0,0,0,117120,0
25-29,1972,Female,2,0,4.78,2,99790,2e-05
30-34,1972,Female,2.28,0,5.44,2,87750,2.28e-05
35-39,1972,Female,1.34,0,3.97,1,74610,1.34e-05
40-44,1972,Female,5.14,0.1,10.17,4,77870,5.14e-05
45-49,1972,Female,5.18,0.1,10.25,4,77260,5.18e-05
50-54,1972,Female,5.46,0.11,10.81,4,73270,5.46e-05
55-59,1972,Female,20.7,9.86,31.54,14,67630,0.000207009
