ageband,year,pop,rate,ratelow,rateupp,deaths,people,percent
50-54,2013,Non-Maori,254.9,236.06,273.75,703,275790,0.002549041
55-59,2013,Non-Maori,371.94,347.71,396.17,905,243320,0.003719382
60-64,2013,Non-Maori,577.1,545.33,608.86,1268,219720,0.005770981
65-69,2013,Non-Maori,941.7,898.11,985.29,1793,190400,0.009417017
70-74,2013,Non-Maori,1631.44,1565.53,1697.34,2354,144290,0.016314367
75-79,2013,Non-Maori,2950.57,2845.85,3055.28,3050,103370,0.029505659
80+,2013,Non-Maori,9300.44,9147.03,9453.85,14119,151810,0.093004413
Total,1996,Male Non-Maori,666.33,654.8,677.86,13128,1581170,0.008302713
00-04,1996,Male Non-Maori,288.88,257.76,320,331,114580,0.002888811
05-09,1996,Male Non-Maori,18.81,10.95,26.67,22,116960,0.000188098
10-14,1996,Male Non-Maori,19.99,11.63,28.34,22,110080,0.000199855
15-19,1996,Male Non-Maori,107.92,88.53,127.31,119,110270,0.001079169
20-24,1996,Male Non-Maori,126.63,106.22,147.03,148,116880,0.001266256
25-29,1996,Male Non-Maori,125.17,105.07,145.27,149,119040,0.00125168
30-34,1996,Male Non-Maori,117.08,98.34,135.81,150,128120,0.001170777
35-39,1996,Male Non-Maori,122.34,103.2,141.48,157,128330,0.001223408
40-44,1996,Male Non-Maori,145.24,123.4,167.07,170,117050,0.001452371
45-49,1996,Male Non-Maori,270.06,239.85,300.27,307,113680,0.002700563
50-54,1996,Male Non-Maori,435.56,392.22,478.9,388,89080,0.004355635
55-59,1996,Male Non-Maori,774.87,711.86,837.88,581,74980,0.007748733
60-64,1996,Male Non-Maori,1377.19,1285.83,1468.55,873,63390,0.013771888
65-69,1996,Male Non-Maori,2277.13,2159.23,2395.04,1433,62930,0.022771333
70-74,1996,Male Non-Maori,3809.9,3640.36,3979.44,1940,50920,0.038098979
75-79,1996,Male Non-Maori,6176.03,5909.06,6442.99,2056,33290,0.061760288
80+,1996,Male Non-Maori,13572.11,13165.59,13978.63,4282,31550,0.135721078
Total,1997,Male Non-Maori,643.8,632.58,655.02,12973,1597910,0.00811873
00-04,1997,Male Non-Maori,261.43,231.6,291.27,295,112840,0.002614321
05-09,1997,Male Non-Maori,19.16,11.33,26.99,23,120050,0.000191587
10-14,1997,Male Non-Maori,16.18,8.71,23.66,18,111240,0.000161812
15-19,1997,Male Non-Maori,107.7,88.35,127.05,119,110490,0.001077021
20-24,1997,Male Non-Maori,127.78,106.98,148.57,145,113480,0.001277758
25-29,1997,Male Non-Maori,131.24,110.71,151.77,157,119630,0.00131238
30-34,1997,Male Non-Maori,115.1,96.43,133.77,146,126850,0.001150966
35-39,1997,Male Non-Maori,136.15,116.21,156.1,179,131470,0.001361527
40-44,1997,Male Non-Maori,181.07,156.98,205.17,217,119840,0.001810748
45-49,1997,Male Non-Maori,251.75,222.63,280.88,287,114000,0.002517544
50-54,1997,Male Non-Maori,441.15,398.75,483.54,416,94300,0.004411453
55-59,1997,Male Non-Maori,705.57,646.87,764.27,555,78660,0.007055683
60-64,1997,Male Non-Maori,1270.29,1182.59,1357.99,806,63450,0.012702916
65-69,1997,Male Non-Maori,2257.13,2139.23,2375.03,1408,62380,0.022571337
70-74,1997,Male Non-Maori,3633.74,3469.78,3797.69,1887,51930,0.036337377
75-79,1997,Male Non-Maori,5782.96,5530.08,6035.84,2009,34740,0.057829591
80+,1997,Male Non-Maori,13237.01,12841.64,13632.39,4306,32530,0.13237012
Total,1998,Male Non-Maori,607.96,597.14,618.78,12493,1606090,0.007778518
00-04,1998,Male Non-Maori,263.32,233.17,293.48,293,111270,0.002633234
05-09,1998,Male Non-Maori,19.91,11.94,27.88,24,120540,0.000199104
10-14,1998,Male Non-Maori,22.99,14.15,31.83,26,113080,0.000229926
15-19,1998,Male Non-Maori,82.06,65.2,98.92,91,110890,0.000820633
20-24,1998,Male Non-Maori,131,109.53,152.47,143,109160,0.001310004
25-29,1998,Male Non-Maori,126.02,105.72,146.33,148,117440,0.001260218
30-34,1998,Male Non-Maori,99.66,82.12,117.2,124,124420,0.000996624
35-39,1998,Male Non-Maori,138.85,118.84,158.86,185,133240,0.001388472
40-44,1998,Male Non-Maori,173.53,150.17,196.89,212,122170,0.001735287
45-49,1998,Male Non-Maori,227.53,199.82,255.24,259,113830,0.002275323
50-54,1998,Male Non-Maori,366.62,329.21,404.02,369,100650,0.00366617
55-59,1998,Male Non-Maori,704.26,646.29,762.23,567,80510,0.007042603
60-64,1998,Male Non-Maori,1220.61,1135.44,1305.78,789,64640,0.012206064
65-69,1998,Male Non-Maori,2082.32,1968.24,2196.39,1280,61470,0.020823166
70-74,1998,Male Non-Maori,3393.73,3236.86,3550.6,1798,52980,0.033937335
75-79,1998,Male Non-Maori,5612.5,5369.42,5855.58,2048,36490,0.056124966
80+,1998,Male Non-Maori,12430.89,12052.08,12809.69,4137,33280,0.124308894
Total,1999,Male Non-Maori,619.14,608.33,629.95,13027,1608580,0.008098447
00-04,1999,Male Non-Maori,255.92,225.89,285.95,279,109020,0.002559163
05-09,1999,Male Non-Maori,15.01,8.08,21.95,18,119890,0.000150138
10-14,1999,Male Non-Maori,20.04,11.85,28.23,23,114760,0.000200418
15-19,1999,Male Non-Maori,91.68,73.89,109.47,102,111260,0.000916772
20-24,1999,Male Non-Maori,111.63,91.49,131.77,118,105710,0.001116261
25-29,1999,Male Non-Maori,124.53,103.97,145.08,141,113230,0.001245253
30-34,1999,Male Non-Maori,104.24,86.11,122.36,127,121840,0.001042351
35-39,1999,Male Non-Maori,123.86,104.96,142.76,165,133210,0.001238646
40-44,1999,Male Non-Maori,147.5,126.13,168.87,183,124070,0.001474974
45-49,1999,Male Non-Maori,238.74,210.37,267.12,272,113930,0.002387431
50-54,1999,Male Non-Maori,389.57,351.91,427.24,411,105500,0.003895735
55-59,1999,Male Non-Maori,741.5,682.9,800.1,615,82940,0.007414999
60-64,1999,Male Non-Maori,1205.18,1121.67,1288.7,800,66380,0.012051823
65-69,1999,Male Non-Maori,1976.32,1864.6,2088.05,1202,60820,0.019763236
70-74,1999,Male Non-Maori,3445.58,3288.65,3602.51,1852,53750,0.034455814
75-79,1999,Male Non-Maori,5936.68,5692.41,6180.96,2269,38220,0.059366824
80+,1999,Male Non-Maori,13072.86,12688.75,13456.96,4450,34040,0.130728555
Total,2000,Male Non-Maori,586.13,575.68,596.58,12592,1612040,0.007811221
00-04,2000,Male Non-Maori,300.63,267.85,333.42,323,107440,0.003006329
05-09,2000,Male Non-Maori,12.71,6.28,19.14,15,118040,0.000127076
10-14,2000,Male Non-Maori,32.55,22.2,42.9,38,116730,0.000325538
15-19,2000,Male Non-Maori,80.25,63.67,96.83,90,112150,0.000802497
20-24,2000,Male Non-Maori,107.4,87.51,127.29,112,104280,0.001074031
25-29,2000,Male Non-Maori,119.51,98.96,140.05,130,108780,0.001195073
30-34,2000,Male Non-Maori,127.38,107.2,147.57,153,120110,0.001273832
35-39,2000,Male Non-Maori,115.62,97.24,134,152,131470,0.001156157
40-44,2000,Male Non-Maori,164.36,141.97,186.76,207,125940,0.00164364
45-49,2000,Male Non-Maori,236.97,208.76,265.19,271,114360,0.00236971
50-54,2000,Male Non-Maori,364.8,328.96,400.64,398,109100,0.003648029
55-59,2000,Male Non-Maori,606.88,554.47,659.3,515,84860,0.006068819
60-64,2000,Male Non-Maori,1008.67,933.84,1083.5,698,69200,0.010086705
65-69,2000,Male Non-Maori,1928.89,1817.94,2039.85,1161,60190,0.019288918
70-74,2000,Male Non-Maori,3226.58,3075.53,3377.62,1753,54330,0.032265783
75-79,2000,Male Non-Maori,5528.79,5296.69,5760.88,2180,39430,0.055287852
80+,2000,Male Non-Maori,12351.78,11986.65,12716.92,4396,35590,0.123517842
Total,2001,Male Non-Maori,579.29,569.04,589.54,12819,1617440,0.007925487
00-04,2001,Male Non-Maori,256.12,225.63,286.61,271,105810,0.002561195
05-09,2001,Male Non-Maori,12.15,5.78,18.51,14,115240,0.000121486
10-14,2001,Male Non-Maori,26.04,16.87,35.21,31,119040,0.000260417
15-19,2001,Male Non-Maori,88.73,71.42,106.03,101,113830,0.000887288
20-24,2001,Male Non-Maori,129.47,107.71,151.24,136,105040,0.001294745
25-29,2001,Male Non-Maori,93.51,74.9,112.12,97,103730,0.00093512
30-34,2001,Male Non-Maori,111.02,92.08,129.96,132,118900,0.001110177
35-39,2001,Male Non-Maori,122.65,103.53,141.78,158,128820,0.001226518
40-44,2001,Male Non-Maori,168.23,145.74,190.72,215,127800,0.001682316
45-49,2001,Male Non-Maori,213.78,187.12,240.44,247,115540,0.002137788
50-54,2001,Male Non-Maori,365.14,329.62,400.66,406,111190,0.003651408
55-59,2001,Male Non-Maori,598.18,546.77,649.6,520,86930,0.005981824
60-64,2001,Male Non-Maori,1072.36,997.29,1147.42,784,73110,0.010723567
65-69,2001,Male Non-Maori,1851.54,1742.37,1960.71,1105,59680,0.018515416
70-74,2001,Male Non-Maori,3312.68,3160.4,3464.96,1818,54880,0.033126822
75-79,2001,Male Non-Maori,5204.74,4982.65,5426.82,2110,40540,0.052047361
80+,2001,Male Non-Maori,12510.71,12152.04,12869.38,4674,37360,0.125107066
Total,2002,Male Non-Maori,565.54,555.54,575.54,12880,1644530,0.007832025
00-04,2002,Male Non-Maori,269.86,238.53,301.19,285,105610,0.002698608
05-09,2002,Male Non-Maori,19.27,11.22,27.33,22,114150,0.000192729
10-14,2002,Male Non-Maori,18.04,10.5,25.58,22,121920,0.000180446
15-19,2002,Male Non-Maori,69.36,54.26,84.47,81,116780,0.000693612
20-24,2002,Male Non-Maori,98.71,80.18,117.25,109,110420,0.00098714
25-29,2002,Male Non-Maori,113.2,92.6,133.8,116,102470,0.001132039
30-34,2002,Male Non-Maori,95.02,77.57,112.46,114,119980,0.000950158
35-39,2002,Male Non-Maori,125.15,105.75,144.54,160,127850,0.001251467
40-44,2002,Male Non-Maori,150.16,129.19,171.13,197,131190,0.001501639
45-49,2002,Male Non-Maori,227.89,200.7,255.07,270,118480,0.002278866
50-54,2002,Male Non-Maori,359.49,324.26,394.72,400,111270,0.003594859
55-59,2002,Male Non-Maori,621.54,570.6,672.47,572,92030,0.006215365
60-64,2002,Male Non-Maori,1022.06,950.47,1093.65,783,76610,0.010220598
65-69,2002,Male Non-Maori,1778,1671.46,1884.54,1070,60180,0.017779993
70-74,2002,Male Non-Maori,3066.69,2920.18,3213.21,1683,54880,0.03066691
75-79,2002,Male Non-Maori,5166.63,4948.48,5384.77,2155,41710,0.051666267
80+,2002,Male Non-Maori,12406.46,12056.97,12755.95,4841,39020,0.124064582
Total,2003,Male Non-Maori,538.18,528.57,547.79,12636,1678820,0.007526715
00-04,2003,Male Non-Maori,253.22,222.96,283.49,269,106230,0.002532241
05-09,2003,Male Non-Maori,11.38,5.19,17.57,13,114210,0.000113825
10-14,2003,Male Non-Maori,17.74,10.33,25.16,22,123990,0.000177434
15-19,2003,Male Non-Maori,83.79,67.37,100.22,100,119340,0.000837942
20-24,2003,Male Non-Maori,78.26,62.27,94.25,92,117560,0.000782579
25-29,2003,Male Non-Maori,91.97,73.47,110.46,95,103300,0.000919652
30-34,2003,Male Non-Maori,94.09,76.82,111.36,114,121160,0.000940905
35-39,2003,Male Non-Maori,122.97,103.74,142.21,157,127670,0.001229733
40-44,2003,Male Non-Maori,155.68,134.63,176.74,210,134890,0.001556824
45-49,2003,Male Non-Maori,226.73,200.03,253.43,277,122170,0.002267332
50-54,2003,Male Non-Maori,367.32,331.76,402.87,410,111620,0.003673177
55-59,2003,Male Non-Maori,553.81,507.31,600.3,545,98410,0.005538055
60-64,2003,Male Non-Maori,993.62,923.85,1063.4,779,78400,0.009936224
65-69,2003,Male Non-Maori,1662.88,1561.03,1764.73,1024,61580,0.016628776
70-74,2003,Male Non-Maori,2891.5,2748.7,3034.3,1575,54470,0.028914999
75-79,2003,Male Non-Maori,4789.68,4582.89,4996.47,2061,43030,0.047896816
80+,2003,Male Non-Maori,11992.65,11656.61,12328.68,4893,40800,0.119926471
Total,2004,Male Non-Maori,533.8,524.33,543.27,12891,1704190,0.007564297
00-04,2004,Male Non-Maori,295.98,263.45,328.51,318,107440,0.002959792
05-09,2004,Male Non-Maori,11.44,5.22,17.66,13,113630,0.000114406
10-14,2004,Male Non-Maori,17.63,10.26,25,22,124780,0.00017631
15-19,2004,Male Non-Maori,76.02,60.49,91.55,92,121020,0.000760205
20-24,2004,Male Non-Maori,88.66,71.86,105.46,107,120690,0.000886569
25-29,2004,Male Non-Maori,86.31,68.48,104.15,90,104270,0.000863144
30-34,2004,Male Non-Maori,82.8,66.57,99.02,100,120780,0.000827952
35-39,2004,Male Non-Maori,130.88,111.03,150.73,167,127600,0.001308777
40-44,2004,Male Non-Maori,125.5,106.75,144.26,172,137050,0.001255016
45-49,2004,Male Non-Maori,228.18,201.78,254.58,287,125780,0.002281762
50-54,2004,Male Non-Maori,318.57,285.62,351.53,359,112690,0.003185731
55-59,2004,Male Non-Maori,545.56,500.53,590.59,564,103380,0.005455601
60-64,2004,Male Non-Maori,947.5,880.44,1014.55,767,80950,0.009474985
65-69,2004,Male Non-Maori,1612.19,1513.3,1711.08,1021,63330,0.016121901
70-74,2004,Male Non-Maori,2773.17,2633.06,2913.28,1505,54270,0.027731712
75-79,2004,Male Non-Maori,4891.87,4685.04,5098.7,2149,43930,0.048918734
80+,2004,Male Non-Maori,12093.79,11763.74,12423.84,5158,42650,0.120937866
Total,2005,Male Non-Maori,494.76,485.74,503.79,12252,1723080,0.007110523
00-04,2005,Male Non-Maori,260.35,229.91,290.8,281,107930,0.002603539
05-09,2005,Male Non-Maori,13.27,6.55,19.99,15,113040,0.000132696
10-14,2005,Male Non-Maori,20.94,12.89,28.99,26,124150,0.000209424
15-19,2005,Male Non-Maori,81.21,65.3,97.13,100,123130,0.00081215
20-24,2005,Male Non-Maori,85.69,69.22,102.16,104,121370,0.000856884
25-29,2005,Male Non-Maori,92.24,73.88,110.6,97,105160,0.000922404
30-34,2005,Male Non-Maori,73.15,57.78,88.52,87,118930,0.000731523
35-39,2005,Male Non-Maori,112.5,94.12,130.88,144,128000,0.001125
40-44,2005,Male Non-Maori,152.82,132.15,173.49,210,137420,0.001528162
45-49,2005,Male Non-Maori,214.46,189.21,239.72,277,129160,0.002144627
50-54,2005,Male Non-Maori,333.1,299.65,366.55,381,114380,0.003331002
55-59,2005,Male Non-Maori,569.48,524.33,614.64,611,107290,0.005694846
60-64,2005,Male Non-Maori,885.04,821.1,948.98,736,83160,0.008850409
65-69,2005,Male Non-Maori,1515.7,1421.94,1609.46,1004,66240,0.015157005
70-74,2005,Male Non-Maori,2539.71,2405.47,2673.95,1375,54140,0.025397119
75-79,2005,Male Non-Maori,4300.07,4108.02,4492.11,1926,44790,0.04300067
80+,2005,Male Non-Maori,10895.69,10589.92,11201.46,4878,44770,0.108956891
Total,2006,Male Non-Maori,497.86,488.92,506.81,12736,1742720,0.007308116
00-04,2006,Male Non-Maori,307.82,274.86,340.78,335,108830,0.003078195
05-09,2006,Male Non-Maori,8.87,3.37,14.36,10,112780,8.87e-05
10-14,2006,Male Non-Maori,13.02,6.64,19.4,16,122880,0.000130208
15-19,2006,Male Non-Maori,72.87,57.98,87.76,92,126260,0.000728655
20-24,2006,Male Non-Maori,86.37,69.85,102.89,105,121570,0.0008637
25-29,2006,Male Non-Maori,86.34,68.69,103.98,92,106560,0.000863363
30-34,2006,Male Non-Maori,86.99,70.03,103.96,101,116100,0.00086994
35-39,2006,Male Non-Maori,105.26,87.56,122.95,136,129210,0.00105255
40-44,2006,Male Non-Maori,135.25,115.76,154.74,185,136780,0.001352537
45-49,2006,Male Non-Maori,209.29,184.65,233.94,277,132350,0.002092935
50-54,2006,Male Non-Maori,326.58,293.83,359.33,382,116970,0.003265795
55-59,2006,Male Non-Maori,530.01,486.95,573.07,582,109810,0.005300064
60-64,2006,Male Non-Maori,893.99,830.59,957.38,764,85460,0.008939855
65-69,2006,Male Non-Maori,1457.06,1367.77,1546.35,1023,70210,0.014570574
70-74,2006,Male Non-Maori,2579.03,2443.69,2714.37,1395,54090,0.025790349
75-79,2006,Male Non-Maori,4371.58,4179.99,4563.18,2000,45750,0.043715847
80+,2006,Male Non-Maori,11129.75,10828.43,11431.08,5241,47090,0.111297515
Total,2007,Male Non-Maori,481.79,473.12,490.46,12744,1757260,0.007252199
00-04,2007,Male Non-Maori,261.28,231.15,291.4,289,110610,0.002612784
05-09,2007,Male Non-Maori,13.31,6.58,20.05,15,112670,0.000133132
10-14,2007,Male Non-Maori,19.83,11.9,27.77,24,121020,0.000198314
15-19,2007,Male Non-Maori,62.14,48.43,75.84,79,127140,0.000621362
20-24,2007,Male Non-Maori,103.12,84.97,121.27,124,120250,0.001031185
25-29,2007,Male Non-Maori,77.16,60.66,93.66,84,108870,0.000771562
30-34,2007,Male Non-Maori,82.23,65.52,98.94,93,113100,0.000822281
35-39,2007,Male Non-Maori,109.21,91.24,127.17,142,130030,0.001092056
40-44,2007,Male Non-Maori,134.12,114.58,153.66,181,134950,0.001341237
45-49,2007,Male Non-Maori,216.91,192.07,241.75,293,135080,0.002169085
50-54,2007,Male Non-Maori,322.12,289.94,354.3,385,119520,0.003221218
55-59,2007,Male Non-Maori,517.74,475.2,560.29,569,109900,0.005177434
60-64,2007,Male Non-Maori,834.26,774.67,893.84,753,90260,0.008342566
65-69,2007,Male Non-Maori,1362.59,1278.26,1446.91,1003,73610,0.013625866
70-74,2007,Male Non-Maori,2500.46,2368.05,2632.86,1370,54790,0.025004563
75-79,2007,Male Non-Maori,4304.95,4115.42,4494.48,1982,46040,0.043049522
80+,2007,Male Non-Maori,10843.96,10553.59,11134.32,5358,49410,0.108439587
Total,2008,Male Non-Maori,487.1,478.47,495.73,13221,1769180,0.007472954
00-04,2008,Male Non-Maori,282.34,251.31,313.37,318,112630,0.002823404
05-09,2008,Male Non-Maori,11.56,5.28,17.85,13,112410,0.000115648
10-14,2008,Male Non-Maori,15.89,8.74,23.03,19,119600,0.000158863
15-19,2008,Male Non-Maori,81.19,65.51,96.87,103,126860,0.000811919
20-24,2008,Male Non-Maori,88.71,71.82,105.6,106,119490,0.000887104
25-29,2008,Male Non-Maori,83.57,66.58,100.55,93,111290,0.000835655
30-34,2008,Male Non-Maori,84.1,67.01,101.2,93,110580,0.00084102
35-39,2008,Male Non-Maori,110.04,91.94,128.14,142,129040,0.001100434
40-44,2008,Male Non-Maori,140.69,120.52,160.85,187,132920,0.001406861
45-49,2008,Male Non-Maori,219.99,195.18,244.8,302,137280,0.002199883
50-54,2008,Male Non-Maori,303.45,272.53,334.37,370,121930,0.003034528
55-59,2008,Male Non-Maori,514.92,472.5,557.34,566,109920,0.005149199
60-64,2008,Male Non-Maori,838.01,780.19,895.82,807,96300,0.008380062
65-69,2008,Male Non-Maori,1442.63,1356.79,1528.47,1085,75210,0.014426273
70-74,2008,Male Non-Maori,2414.28,2285.92,2542.64,1359,56290,0.024142832
75-79,2008,Male Non-Maori,4350.2,4159.3,4541.09,1995,45860,0.043501962
80+,2008,Male Non-Maori,10974.81,10688.96,11260.65,5663,51600,0.109748062
Total,2009,Male Non-Maori,468.13,459.76,476.5,13062,1785630,0.007315065
00-04,2009,Male Non-Maori,268.39,238.41,298.36,308,114760,0.002683862
05-09,2009,Male Non-Maori,8.89,3.38,14.39,10,112540,8.89e-05
10-14,2009,Male Non-Maori,12.62,6.24,19.01,15,118820,0.000126241
15-19,2009,Male Non-Maori,66.32,52.14,80.51,84,126650,0.000663245
20-24,2009,Male Non-Maori,91.74,74.67,108.8,111,121000,0.000917355
25-29,2009,Male Non-Maori,64.32,49.57,79.08,73,113490,0.000643228
30-34,2009,Male Non-Maori,120.58,100.01,141.15,132,109470,0.00120581
35-39,2009,Male Non-Maori,98.3,81.07,115.53,125,127160,0.000983014
40-44,2009,Male Non-Maori,141.23,120.93,161.53,186,131700,0.001412301
45-49,2009,Male Non-Maori,199.49,175.96,223.03,276,138350,0.00199494
50-54,2009,Male Non-Maori,322.63,291.09,354.17,402,124600,0.003226324
55-59,2009,Male Non-Maori,476.62,435.97,517.28,528,110780,0.004766203
60-64,2009,Male Non-Maori,808.67,753.22,864.12,817,101030,0.008086707
65-69,2009,Male Non-Maori,1372.12,1289.75,1454.49,1066,77690,0.0137212
70-74,2009,Male Non-Maori,2296.55,2173.22,2419.88,1332,58000,0.022965517
75-79,2009,Male Non-Maori,4158.85,3972.14,4345.56,1906,45830,0.041588479
80+,2009,Male Non-Maori,10583.97,10308.98,10858.95,5691,53770,0.105839688
Total,2010,Male Non-Maori,451.14,443.04,459.23,12998,1803990,0.00720514
00-04,2010,Male Non-Maori,261.52,232.21,290.82,306,117010,0.002615161
05-09,2010,Male Non-Maori,5.35,1.07,9.64,6,112090,5.35e-05
10-14,2010,Male Non-Maori,11.78,5.61,17.94,14,118890,0.000117756
15-19,2010,Male Non-Maori,60.66,47.11,74.21,77,126930,0.000606634
20-24,2010,Male Non-Maori,85.4,69.14,101.66,106,124120,0.000854012
25-29,2010,Male Non-Maori,63.54,48.96,78.11,73,114890,0.00063539
30-34,2010,Male Non-Maori,77.82,61.28,94.37,85,109220,0.000778246
35-39,2010,Male Non-Maori,109.36,90.98,127.74,136,124360,0.001093599
40-44,2010,Male Non-Maori,133.98,114.19,153.78,176,131360,0.001339829
45-49,2010,Male Non-Maori,208.06,183.99,232.13,287,137940,0.002080615
50-54,2010,Male Non-Maori,291.99,262.32,321.67,372,127400,0.002919937
55-59,2010,Male Non-Maori,518.35,476.23,560.46,582,112280,0.00518347
60-64,2010,Male Non-Maori,766.15,713.19,819.11,804,104940,0.007661521
65-69,2010,Male Non-Maori,1329.33,1249.38,1409.28,1062,79890,0.013293278
70-74,2010,Male Non-Maori,2165.32,2048.29,2282.36,1315,60730,0.021653219
75-79,2010,Male Non-Maori,3849.33,3670.15,4028.51,1773,46060,0.03849327
80+,2010,Male Non-Maori,10433.54,10165.57,10701.5,5824,55820,0.104335364
Total,2011,Male Non-Maori,457.3,449.24,465.36,13574,1815480,0.007476811
00-04,2011,Male Non-Maori,256.09,227.25,284.92,303,118320,0.002560852
05-09,2011,Male Non-Maori,5.38,1.08,9.69,6,111490,5.38e-05
10-14,2011,Male Non-Maori,13.54,6.91,20.18,16,118150,0.000135421
15-19,2011,Male Non-Maori,61.74,48.04,75.44,78,126340,0.000617382
20-24,2011,Male Non-Maori,96.68,79.6,113.77,123,127220,0.000966829
25-29,2011,Male Non-Maori,73.34,57.66,89.03,84,114530,0.000733432
30-34,2011,Male Non-Maori,80.34,63.56,97.13,88,109530,0.000803433
35-39,2011,Male Non-Maori,89.88,72.93,106.83,108,120160,0.000898802
40-44,2011,Male Non-Maori,154.75,133.46,176.04,203,131180,0.001547492
45-49,2011,Male Non-Maori,186.59,163.64,209.53,254,136130,0.001865864
50-54,2011,Male Non-Maori,297.54,267.86,327.22,386,129730,0.00297541
55-59,2011,Male Non-Maori,530.09,487.89,572.3,606,114320,0.00530091
60-64,2011,Male Non-Maori,770.59,718.13,823.05,829,107580,0.007705893
65-69,2011,Male Non-Maori,1324.17,1245.53,1402.82,1089,82240,0.013241732
70-74,2011,Male Non-Maori,2154.06,2040.7,2267.43,1387,64390,0.021540612
75-79,2011,Male Non-Maori,3926.33,3745.54,4107.11,1812,46150,0.039263272
80+,2011,Male Non-Maori,10696.79,10430.57,10963.01,6202,57980,0.10696792
Total,2012,Male Non-Maori,445.17,437.32,453.02,13622,1823070,0.007472011
00-04,2012,Male Non-Maori,240.51,212.54,268.49,284,118080,0.002405149
05-09,2012,Male Non-Maori,8.02,2.78,13.26,9,112220,8.02e-05
10-14,2012,Male Non-Maori,13.7,6.99,20.42,16,116770,0.000137021
15-19,2012,Male Non-Maori,56.64,43.46,69.81,71,125360,0.000566369
20-24,2012,Male Non-Maori,81.46,65.88,97.05,105,128890,0.000814648
25-29,2012,Male Non-Maori,73.66,57.91,89.42,84,114030,0.000736648
30-34,2012,Male Non-Maori,63.74,48.81,78.67,70,109820,0.000637407
35-39,2012,Male Non-Maori,98.3,80.26,116.35,114,115970,0.000983013
40-44,2012,Male Non-Maori,134.99,115.1,154.88,177,131120,0.001349908
45-49,2012,Male Non-Maori,209.85,185.27,234.43,280,133430,0.002098479
50-54,2012,Male Non-Maori,306.46,276.57,336.34,404,131830,0.003064553
55-59,2012,Male Non-Maori,466.87,427.64,506.11,544,116520,0.004668726
60-64,2012,Male Non-Maori,726.29,675.39,777.2,782,107670,0.007262933
65-69,2012,Male Non-Maori,1312.28,1236.21,1388.36,1143,87100,0.013122847
70-74,2012,Male Non-Maori,2178.09,2066.93,2289.24,1475,67720,0.021780862
75-79,2012,Male Non-Maori,3647.03,3474.12,3819.95,1709,46860,0.036470337
80+,2012,Male Non-Maori,10653.81,10391.87,10915.75,6355,59650,0.106538139
Total,2013,Male Non-Maori,414.6,407.14,422.07,13079,1837490,0.007117862
00-04,2013,Male Non-Maori,195.74,170.39,221.1,229,116990,0.001957432
05-09,2013,Male Non-Maori,5.26,1.05,9.47,6,114010,5.26e-05
10-14,2013,Male Non-Maori,7.81,2.71,12.91,9,115220,7.81e-05
15-19,2013,Male Non-Maori,51.15,38.62,63.68,64,125120,0.000511509
20-24,2013,Male Non-Maori,60.22,46.94,73.5,79,131190,0.00060218
25-29,2013,Male Non-Maori,65.76,50.97,80.54,76,115580,0.000657553
30-34,2013,Male Non-Maori,60.82,46.37,75.28,68,111800,0.000608229
35-39,2013,Male Non-Maori,93.81,75.95,111.67,106,112990,0.000938136
40-44,2013,Male Non-Maori,125.15,105.94,144.37,163,130240,0.001251536
45-49,2013,Male Non-Maori,210.58,185.78,235.38,277,131540,0.002105823
50-54,2013,Male Non-Maori,291.2,262.3,320.1,390,133930,0.002911969
55-59,2013,Male Non-Maori,460.85,422.27,499.44,548,118910,0.004608527
60-64,2013,Male Non-Maori,675.07,626.04,724.11,728,107840,0.006750742
65-69,2013,Male Non-Maori,1153.64,1084.71,1222.57,1076,93270,0.0115364
70-74,2013,Male Non-Maori,2042.02,1935.77,2148.27,1419,69490,0.020420204
75-79,2013,Male Non-Maori,3513.23,3346.18,3680.29,1699,48360,0.035132341
80+,2013,Male Non-Maori,10060.61,9809,10312.21,6142,61050,0.100606061
Total,1996,Female Non-Maori,443.06,434.73,451.39,12742,1623670,0.007847654
00-04,1996,Female Non-Maori,260.54,230.02,291.06,280,107470,0.002605378
05-09,1996,Female Non-Maori,18.12,10.18,26.06,20,110380,0.000181192
10-14,1996,Female Non-Maori,18.46,10.16,26.75,19,102950,0.000184556
15-19,1996,Female Non-Maori,60.19,45.33,75.06,63,104660,0.000601949
20-24,1996,Female Non-Maori,46.82,34.33,59.31,54,115330,0.000468222
25-29,1996,Female Non-Maori,43,31.42,54.58,53,123250,0.00043002
30-34,1996,Female Non-Maori,60.33,47.11,73.55,80,132610,0.000603273
35-39,1996,Female Non-Maori,65.5,51.66,79.34,86,131300,0.000654989
40-44,1996,Female Non-Maori,94.11,76.68,111.54,112,119010,0.000941097
45-49,1996,Female Non-Maori,208.15,181.54,234.76,235,112900,0.002081488
50-54,1996,Female Non-Maori,304.64,268.24,341.05,269,88300,0.003046433
55-59,1996,Female Non-Maori,465.24,416.64,513.84,352,75660,0.004652392
60-64,1996,Female Non-Maori,830.08,759.47,900.68,531,63970,0.008300766
65-69,1996,Female Non-Maori,1308.96,1221.06,1396.85,852,65090,0.013089568
70-74,1996,Female Non-Maori,2190.24,2072.26,2308.22,1324,60450,0.021902399
75-79,1996,Female Non-Maori,3769.95,3596.7,3943.2,1819,48250,0.037699482
80+,1996,Female Non-Maori,10620.17,10363.81,10876.52,6593,62080,0.106201675
Total,1997,Female Non-Maori,415.62,407.63,423.61,12265,1644130,0.007459872
